Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Mercedes,Viano,57.229,5.0,120.43,2309.34,diesel,1565.0,501.0,140.0,2206.0
Fiat,Multipla,25.208,5.0,80.5,1753.0,petrol,1394.0,699.0,93.0,2186.0
Datsun,Cherry,8.4,4.0,44.56,1350.0,petrol,1200.0,813.0,55.0,2068.0
Opel,Kadett,13.311,4.0,53.34,1518.68,petrol,1320.0,657.0,79.0,2056.0
Lancia,Delta,29.043,6.0,105.07,1638.89,petrol,1693.0,296.0,54.0,2043.0
Lada,Niva,12.241,5.0,57.0,1568.0,petrol,1605.0,378.0,46.0,2029.0
Mazda,Premacy,23.224,5.0,82.0,1938.0,petrol,1345.0,581.0,75.0,2001.0
Volvo,C70,52.196,5.0,126.5,2323.94,petrol,1512.0,339.0,126.0,1977.0
Saab,99,11.34,4.0,74.0,1985.0,petrol,1523.0,366.0,85.0,1974.0
Porsche,928,110.098,5.0,235.0,4957.0,petrol,1698.0,181.0,87.0,1966.0
BMW,M550i,134.789,8.0,390.0,4395.0,petrol,1776.0,111.0,73.0,1960.0
Audi,A8,116.545,8.0,230.0,2981.0,petrol,1719.0,136.0,95.0,1950.0
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,1516.0,287.0,67.0,1870.0
Daihatsu,Applause,15.698,4.0,73.0,1590.0,petrol,1216.0,567.0,83.0,1866.0
Rover,2000,17.182,5.0,74.0,1994.0,petrol,1628.0,164.0,42.0,1834.0
Honda,Logo,13.382,2.0,48.0,1343.0,petrol,723.0,1028.0,77.0,1828.0
Chrysler,PT,29.885,5.0,109.11,2238.63,petrol,1191.0,562.0,73.0,1826.0
Daihatsu,Move,12.924,4.0,43.0,989.0,petrol,838.0,867.0,91.0,1796.0
Land-Rover,Defender,108.747,8.0,207.61,2304.98,diesel,1368.0,271.0,82.0,1721.0
Daimler,3.6,71.602,4.0,149.0,3590.0,petrol,1457.0,168.0,50.0,1675.0
Honda,CRX,28.735,5.0,100.67,1590.0,petrol,966.0,601.0,80.0,1647.0
BMW,850i,111.993,5.0,220.0,4988.0,petrol,1417.0,153.0,56.0,1626.0
Morris,Marina,5.758,4.0,43.0,1275.0,petrol,1216.0,348.0,21.0,1585.0
Fiat,Regata,12.736,5.0,54.0,1559.18,petrol,1164.0,366.0,44.0,1574.0
Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,1330.0,166.0,51.0,1547.0
Lancia,Dedra,21.766,5.0,81.69,1808.38,petrol,1201.0,256.0,47.0,1504.0
Lotus,Esprit,93.424,5.0,233.0,2995.0,petrol,1366.0,76.0,39.0,1481.0
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,1282.0,140.0,44.0,1466.0
Nissan,Laurel,18.653,5.0,74.8,2652.8,diesel,1186.0,223.0,38.0,1447.0
Audi,Cabriolet,43.974,4.0,98.0,2309.0,petrol,1091.0,214.0,44.0,1349.0
Daimler,4,92.798,4.0,166.0,3980.0,petrol,1073.0,134.0,55.0,1262.0
Skoda,130,6.895,5.0,46.0,1289.0,petrol,908.0,305.0,30.0,1243.0
Fiat,Barchetta,28.295,5.0,96.0,1747.0,petrol,849.0,317.0,60.0,1226.0
Lancia,Thema,50.143,6.0,155.55,2799.27,petrol,1043.0,134.0,47.0,1224.0
Aston-Martin,DB7,158.823,4.0,250.0,3228.0,petrol,1043.0,113.0,47.0,1203.0
Suzuki,X-90,16.641,4.0,71.0,1590.0,petrol,394.0,703.0,45.0,1142.0
Datsun,Stanza,9.58,4.0,61.67,1668.33,petrol,758.0,296.0,35.0,1089.0
Morris,Ital,8.118,4.0,51.5,1487.5,petrol,837.0,195.0,19.0,1051.0
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,804.0,198.0,46.0,1048.0
Audi,S3,60.87,7.0,228.0,1984.0,petrol,813.0,166.0,51.0,1030.0
Ford,Fiesta,18.532,6.0,68.57,1166.14,petrol,689216.0,763146.0,47370.0,1499732.0
Ford,Escort,16.209,4.0,63.56,1650.21,petrol,905246.0,465322.0,38200.0,1408768.0
Rover,2000,17.182,5.0,74.0,1994.0,petrol,440443.0,193015.0,19517.0,652975.0
Ford,Sierra,18.296,5.0,70.25,1836.5,petrol,445835.0,104583.0,11606.0,562024.0
Volkswagen,Golf,31.242,6.0,89.46,1537.41,petrol,302681.0,196367.0,26380.0,525428.0
Nissan,Micra,20.378,5.0,67.96,1279.7,petrol,199629.0,300104.0,19793.0,519526.0
Ford,Mondeo,39.974,2.0,130.25,1998.5,petrol,380910.0,86013.0,12731.0,479654.0
Volkswagen,Polo,18.192,5.0,60.96,1408.06,petrol,177152.0,219061.0,19927.0,416140.0
Renault,Clio,22.1,6.0,75.58,1219.65,petrol,134415.0,212654.0,13638.0,360707.0
BMW,320i,47.848,6.0,126.11,1995.78,petrol,233017.0,87033.0,13931.0,333981.0
Peugeot,205,13.115,5.0,50.88,1430.75,petrol,142294.0,142491.0,12533.0,297318.0
Peugeot,306,18.643,5.0,67.0,1698.64,petrol,169731.0,104578.0,11113.0,285422.0
Peugeot,106,12.356,5.0,53.88,1366.29,petrol,98398.0,160927.0,9831.0,269156.0
Ford,Orion,15.404,5.0,60.11,1593.11,petrol,192361.0,70046.0,5874.0,268281.0
Peugeot,405,20.43,5.0,69.88,1773.0,petrol,191716.0,46656.0,7227.0,245599.0
Honda,Civic,29.943,4.0,106.22,1480.58,petrol,131253.0,94384.0,10640.0,236277.0
Toyota,Corolla,27.239,3.0,91.61,1677.95,petrol,115088.0,69690.0,7963.0,192741.0
Ford,Granada,18.845,4.0,87.08,2326.36,petrol,155290.0,24286.0,3565.0,183141.0
Renault,Megane,26.45,5.0,87.31,1623.79,petrol,105805.0,64596.0,7389.0,177790.0
Citroen,AX,10.833,5.0,45.0,1242.0,petrol,69266.0,95264.0,6416.0,170946.0
Nissan,Primera,26.513,4.0,93.59,1933.02,petrol,115704.0,28927.0,4921.0,149552.0
Toyota,Carina,17.446,5.0,68.27,1791.23,petrol,113811.0,29779.0,5934.0,149524.0
Peugeot,309,14.35,5.0,59.5,1642.88,petrol,93637.0,48782.0,4661.0,147080.0
Fiat,Uno,11.283,4.0,49.29,1337.71,petrol,63379.0,66784.0,5110.0,135273.0
Citroen,ZX,16.057,5.0,67.0,1703.15,petrol,81329.0,41532.0,5310.0,128171.0
Renault,Laguna,34.021,6.0,99.0,1920.03,diesel,96813.0,23709.0,3744.0,124266.0
BMW,535i,93.714,8.0,225.0,2979.0,petrol,100809.0,18360.0,4780.0,123949.0
Renault,19,16.291,5.0,57.87,1645.13,petrol,79232.0,36012.0,3862.0,119106.0
Nissan,Bluebird,14.438,5.0,64.2,1891.7,petrol,90413.0,23657.0,3323.0,117393.0
Mazda,323,17.344,5.0,70.92,1683.61,petrol,64018.0,46066.0,4710.0,114794.0
Honda,Accord,39.4,6.0,117.71,2151.65,petrol,83977.0,21641.0,5092.0,110710.0
Volkswagen,Passat,46.065,6.0,125.44,1835.85,petrol,82963.0,20757.0,5225.0,108945.0
Citroen,Saxo,12.33,5.0,53.82,1367.27,petrol,49654.0,55057.0,2826.0,107537.0
Volvo,440,20.279,4.0,72.85,1832.89,petrol,71066.0,29263.0,4684.0,105013.0
Land-Rover,Discovery,107.452,8.0,182.57,2425.43,diesel,76860.0,19904.0,3924.0,100688.0
Citroen,Xantia,24.844,5.0,84.93,1982.76,petrol,79107.0,17331.0,3529.0,99967.0
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,31187.0,58449.0,4422.0,94058.0
Audi,80,27.098,5.0,91.75,2247.33,petrol,62553.0,15788.0,2930.0,81271.0
Peugeot,406,28.608,5.0,92.82,2043.82,petrol,61936.0,11629.0,2671.0,76236.0
Mazda,626,20.72,5.0,81.38,1950.91,petrol,56998.0,14350.0,2423.0,73771.0
Mercedes,CLA,46.527,7.0,131.6,1596.92,petrol,51425.0,13272.0,3729.0,68426.0
Renault,21,20.354,5.0,67.68,1996.68,petrol,51086.0,14878.0,2228.0,68192.0
Saab,900,37.009,5.0,114.68,2208.09,petrol,45407.0,13908.0,4017.0,63332.0
Nissan,Almera,22.782,5.0,81.67,1847.67,petrol,39666.0,21438.0,2068.0,63172.0
Fiat,Panda,10.424,5.0,52.44,1095.78,petrol,26216.0,32540.0,2369.0,61125.0
Seat,Ibiza,19.938,6.0,76.32,1205.19,petrol,31927.0,26951.0,2149.0,61027.0
Skoda,Felicia,11.371,5.0,48.0,1518.0,petrol,38920.0,18386.0,2017.0,59323.0
Ford,Focus,30.619,6.0,94.03,1497.17,petrol,38471.0,17200.0,2278.0,57949.0
Fiat,Tipo,23.585,6.0,80.81,1446.12,diesel,34035.0,21431.0,2160.0,57626.0
Mercedes,190,36.643,4.0,88.73,2284.13,petrol,42515.0,11793.0,2620.0,56928.0
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,47709.0,5796.0,1980.0,55485.0
Peugeot,206,20.034,5.0,71.33,1631.5,petrol,23725.0,29648.0,1175.0,54548.0
Mercedes,E,78.073,8.0,192.4,2598.82,petrol,40190.0,7578.0,2747.0,50515.0
Saab,9000,41.616,5.0,125.36,2336.52,petrol,39734.0,7598.0,2566.0,49898.0
Hyundai,Accent,14.293,5.0,75.4,1479.0,petrol,28542.0,19421.0,1489.0,49452.0
Suzuki,Vitara,26.803,5.0,85.71,1310.0,petrol,24920.0,21991.0,1864.0,48775.0
Audi,A4,57.927,6.0,149.71,2283.11,petrol,35788.0,8475.0,2425.0,46688.0
Fiat,Cinquecento,7.712,5.0,29.0,899.0,petrol,16008.0,28446.0,1974.0,46428.0
Skoda,Favorit,7.863,5.0,44.0,1289.0,petrol,28317.0,13952.0,1201.0,43470.0
Fiat,Brava,17.223,5.0,70.0,1615.33,petrol,26936.0,14625.0,1396.0,42957.0
Volvo,940,30.237,4.0,110.0,2316.0,petrol,31935.0,7658.0,2162.0,41755.0
Rover,Mini,7.92,4.0,33.33,868.33,petrol,15920.0,22847.0,1516.0,40283.0
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,25659.0,8546.0,1899.0,36104.0
Volvo,850,36.384,4.0,125.71,2294.76,petrol,27993.0,5973.0,2100.0,36066.0
Toyota,Celica,31.526,5.0,109.67,1861.83,petrol,24332.0,9010.0,1350.0,34692.0
Mazda,MX-5,37.469,6.0,103.43,1718.57,petrol,16655.0,15578.0,2267.0,34500.0
Toyota,Starlet,11.389,4.0,53.0,1308.29,petrol,13559.0,19449.0,1402.0,34410.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,26214.0,5295.0,1231.0,32740.0
Volkswagen,Jetta,31.306,6.0,96.93,1587.22,petrol,22843.0,8145.0,1108.0,32096.0
Audi,100,37.326,5.0,101.12,2349.08,petrol,25369.0,5099.0,1153.0,31621.0
Ford,Galaxy,53.786,6.0,124.86,1855.0,diesel,20860.0,8683.0,1812.0,31355.0
Mercedes,300,62.396,4.0,135.5,2972.31,petrol,23886.0,5667.0,1442.0,30995.0
Daewoo,Nexia,12.477,5.0,58.67,1498.0,petrol,18560.0,10344.0,1030.0,29934.0
Suzuki,Swift,19.085,4.0,68.91,1180.55,petrol,14031.0,14667.0,1035.0,29733.0
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,19611.0,8962.0,1132.0,29705.0
Toyota,RAV4,43.549,1.0,137.77,2261.19,petrol,14048.0,13626.0,1625.0,29299.0
Hyundai,Lantra,16.446,5.0,78.0,1741.0,petrol,20917.0,7272.0,729.0,28918.0
Honda,Prelude,27.79,5.0,110.67,2050.33,petrol,18837.0,8490.0,1204.0,28531.0
Mitsubishi,Colt,17.039,5.0,73.49,1374.05,petrol,13049.0,13376.0,1102.0,27527.0
Renault,11,11.631,4.0,47.14,1477.0,petrol,17061.0,9298.0,875.0,27234.0
Citroen,Xsara,22.362,5.0,72.58,1743.44,petrol,17665.0,8636.0,927.0,27228.0
Volvo,460,20.497,4.0,72.43,1824.43,petrol,19129.0,6325.0,1109.0,26563.0
Land-Rover,Range,107.671,8.0,196.34,2521.09,diesel,21917.0,3666.0,602.0,26185.0
BMW,740i,115.533,8.0,250.0,2998.0,petrol,21376.0,2657.0,956.0,24989.0
Renault,25,22.353,4.0,80.93,1977.26,petrol,19845.0,4057.0,628.0,24530.0
Fiat,Bravo,22.455,6.0,92.31,1466.31,petrol,14316.0,8888.0,829.0,24033.0
Daewoo,Lanos,13.245,5.0,66.67,1506.5,petrol,13923.0,8641.0,860.0,23424.0
Land-Rover,Freelander,43.864,5.0,105.17,2083.52,diesel,14699.0,7399.0,1177.0,23275.0
Volkswagen,Scirocco,33.706,6.0,120.15,1750.62,petrol,16679.0,5619.0,724.0,23022.0
Honda,Concerto,16.672,4.0,74.0,1541.5,petrol,14908.0,6879.0,983.0,22770.0
Toyota,Avensis,37.315,4.0,103.68,1873.26,petrol,18184.0,3725.0,833.0,22742.0
Ford,Scorpio,30.863,4.0,105.55,2458.91,petrol,19195.0,2580.0,624.0,22399.0
Ford,Capri,11.713,4.0,69.0,1864.8,petrol,18111.0,3353.0,367.0,21831.0
Lada,Samara,10.916,5.0,49.8,1372.4,petrol,15403.0,5667.0,489.0,21559.0
Mitsubishi,Galant,25.083,5.0,93.6,2127.33,petrol,16881.0,3771.0,694.0,21346.0
Volvo,S40,35.281,5.0,113.35,2106.5,petrol,15750.0,4316.0,1084.0,21150.0
Toyota,Camry,30.006,3.0,115.47,2245.6,petrol,16132.0,3329.0,790.0,20251.0
Volvo,V40,35.815,6.0,117.43,1921.47,petrol,13136.0,5100.0,1106.0,19342.0
Kia,Pride,9.358,4.0,47.0,1324.0,petrol,8458.0,10025.0,694.0,19177.0
Ford,Puma,30.378,6.0,94.06,935.62,petrol,9395.0,8355.0,987.0,18737.0
Mitsubishi,Space,23.165,4.0,82.16,1817.32,petrol,11546.0,5738.0,1003.0,18287.0
Mitsubishi,Carisma,22.69,5.0,82.2,1773.7,petrol,13698.0,3814.0,672.0,18184.0
Toyota,Previa,43.08,5.0,105.0,2239.67,petrol,12065.0,4730.0,1004.0,17799.0
Hyundai,Pony,10.324,4.0,54.36,1463.86,petrol,10115.0,6796.0,501.0,17412.0
Subaru,Legacy,37.522,4.0,107.38,2084.38,petrol,11620.0,4049.0,1244.0,16913.0
Volkswagen,Beetle,33.25,6.0,112.75,1475.0,petrol,9948.0,6302.0,637.0,16887.0
Subaru,Impreza,30.598,2.0,97.6,1757.6,petrol,11939.0,3641.0,1047.0,16627.0
Fiat,Tempra,17.92,4.0,64.48,1759.19,petrol,12172.0,3802.0,476.0,16450.0
Toyota,Yaris,20.721,4.0,74.4,1397.8,petrol,7011.0,7912.0,807.0,15730.0
Audi,A3,36.219,6.0,94.33,1424.67,petrol,9067.0,5524.0,1047.0,15638.0
Citroen,XM,36.36,5.0,110.5,2345.1,petrol,12898.0,1949.0,572.0,15419.0
Audi,A6,82.061,8.0,199.73,2790.45,diesel,12464.0,2115.0,834.0,15413.0
Daewoo,Espero,16.803,4.0,71.0,1764.0,petrol,11997.0,2671.0,386.0,15054.0
Nissan,Prairie,21.407,4.0,72.0,1974.0,petrol,10009.0,4229.0,530.0,14768.0
Seat,Toledo,20.37,6.0,74.21,1324.36,petrol,11371.0,2874.0,419.0,14664.0
Volvo,V70,50.961,6.0,135.29,1971.16,diesel,10806.0,2286.0,832.0,13924.0
Nissan,Terrano,37.017,5.0,97.58,2697.37,diesel,9975.0,3361.0,417.0,13753.0
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,10098.0,3130.0,395.0,13623.0
Nissan,Serena,22.954,5.0,67.33,1908.17,petrol,9012.0,3891.0,546.0,13449.0
Ford,Maverick,29.151,5.0,89.0,2526.5,petrol,9363.0,3380.0,426.0,13169.0
Triumph,Acclaim,6.05,4.0,52.0,1335.0,petrol,8338.0,4223.0,314.0,12875.0
Fiat,Marea,20.124,5.0,79.88,1836.88,petrol,9422.0,3059.0,347.0,12828.0
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,4517.0,7443.0,389.0,12349.0
Audi,Coupe,35.869,6.0,117.02,1980.63,petrol,9984.0,1873.0,391.0,12248.0
Peugeot,505,20.657,5.0,67.0,2234.26,petrol,8911.0,2639.0,603.0,12153.0
Mercedes,A,31.105,5.0,93.01,1699.12,petrol,6390.0,5075.0,588.0,12053.0
BMW,Z3,39.737,5.0,115.0,2234.4,petrol,6804.0,4392.0,713.0,11909.0
Peugeot,305,12.611,4.0,56.25,1607.25,petrol,8707.0,2494.0,377.0,11578.0
Subaru,Justy,11.745,5.0,51.0,998.0,petrol,4888.0,5690.0,754.0,11332.0
Porsche,911,158.792,7.0,293.53,3005.4,petrol,9901.0,1029.0,398.0,11328.0
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,7494.0,2983.0,807.0,11284.0
Suzuki,Baleno,17.587,4.0,73.08,1363.5,petrol,7173.0,3654.0,337.0,11164.0
Suzuki,SJ,8.466,5.0,41.4,1182.4,petrol,6523.0,3734.0,363.0,10620.0
Seat,Cordoba,17.312,5.0,66.35,1655.74,petrol,7174.0,2967.0,311.0,10452.0
Renault,9,11.496,5.0,50.25,1507.5,petrol,6388.0,3307.0,319.0,10014.0
Mazda,121,13.191,5.0,51.33,1431.33,petrol,3771.0,5648.0,441.0,9860.0
Volkswagen,Vento,18.167,5.0,70.31,1932.15,petrol,7298.0,2105.0,444.0,9847.0
Mitsubishi,Lancer,23.017,5.0,90.88,1709.54,petrol,6098.0,2881.0,329.0,9308.0
Mazda,MX-3,22.127,5.0,83.0,1721.5,petrol,4616.0,4172.0,480.0,9268.0
Toyota,Supra,81.295,8.0,250.0,2998.0,petrol,7526.0,1294.0,208.0,9028.0
Honda,Integra,17.53,5.0,78.4,1549.8,petrol,6095.0,2571.0,346.0,9012.0
Audi,90,28.379,5.0,91.6,2181.2,petrol,7114.0,1505.0,263.0,8882.0
Saab,9-3X,49.286,6.0,145.0,1963.67,petrol,6055.0,2043.0,649.0,8747.0
Renault,Safrane,31.791,5.0,104.14,2211.07,petrol,7092.0,1111.0,304.0,8507.0
Porsche,944,59.49,5.0,137.5,2734.5,petrol,6721.0,1360.0,298.0,8379.0
Chrysler,Neon,19.718,4.0,98.0,1995.0,petrol,5597.0,2070.0,285.0,7952.0
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,6149.0,1339.0,357.0,7845.0
Seat,Marbella,6.494,5.0,30.0,903.0,petrol,3054.0,4360.0,262.0,7676.0
Volvo,960,40.764,4.0,133.33,2634.22,petrol,6029.0,1097.0,396.0,7522.0
Mercedes,CLK,72.796,6.0,166.32,3041.0,petrol,5420.0,1652.0,315.0,7387.0
Mercedes,SLK,61.863,7.0,184.17,2748.33,petrol,4167.0,2580.0,461.0,7208.0
Mazda,Xedos,28.96,4.0,100.8,1936.6,petrol,5485.0,1212.0,270.0,6967.0
Suzuki,Alto,9.563,5.0,50.0,996.0,petrol,2560.0,3977.0,224.0,6761.0
Peugeot,605,35.26,5.0,104.64,2367.18,petrol,5293.0,834.0,229.0,6356.0
Jaguar,XK,145.647,6.0,283.0,5000.0,petrol,5279.0,763.0,292.0,6334.0
Datsun,Sunny,11.819,5.0,56.86,1520.95,petrol,4121.0,1962.0,166.0,6249.0
Skoda,Octavia,30.651,6.0,95.0,1136.69,petrol,4957.0,1006.0,232.0,6195.0
Hyundai,Sonata,31.742,5.0,119.67,2116.0,petrol,5008.0,969.0,166.0,6143.0
Seat,Arosa,13.705,5.0,47.45,1384.0,petrol,2579.0,3295.0,219.0,6093.0
Opel,Manta,11.985,4.0,69.0,1762.75,petrol,4794.0,1074.0,126.0,5994.0
Suzuki,Wagon,9.863,5.0,50.0,1090.4,petrol,3263.0,2441.0,216.0,5920.0
Mercedes,Sprinter,43.068,6.0,104.2,2222.71,diesel,4964.0,493.0,351.0,5808.0
Kia,Mentor,14.762,5.0,75.0,1594.0,petrol,3749.0,1666.0,159.0,5574.0
BMW,M3,135.106,6.0,309.0,3999.0,petrol,4788.0,590.0,175.0,5553.0
Alfa-Romeo,164,38.397,5.0,131.0,2652.38,petrol,4620.0,649.0,231.0,5500.0
Daewoo,Leganza,23.245,4.0,98.0,1998.0,petrol,4518.0,815.0,158.0,5491.0
Saab,09-May,52.957,6.0,146.12,2031.47,petrol,4544.0,546.0,375.0,5465.0
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,petrol,4181.0,1066.0,176.0,5423.0
Seat,Alhambra,49.823,6.0,115.83,1746.94,petrol,3833.0,1209.0,365.0,5407.0
Nissan,Patrol,38.482,5.0,90.94,2953.59,diesel,4354.0,869.0,150.0,5373.0
Toyota,Picnic,25.299,4.0,94.0,1998.0,petrol,3392.0,1517.0,288.0,5197.0
Honda,Legend,69.397,5.0,173.0,3358.67,petrol,3984.0,606.0,221.0,4811.0
Jaguar,S-Type,66.588,6.0,172.32,2934.63,petrol,4059.0,507.0,205.0,4771.0
Mercedes,SLS,264.675,7.0,420.0,6208.0,petrol,3396.0,1095.0,204.0,4695.0
Alfa-Romeo,156,32.898,5.0,116.29,2081.38,petrol,3846.0,656.0,174.0,4676.0
Skoda,120,3.332,5.0,15.6,469.6,petrol,3254.0,1314.0,100.0,4668.0
Nissan,Maxima,34.104,5.0,121.86,2555.29,petrol,3797.0,571.0,196.0,4564.0
Kia,Sportage,43.97,7.0,115.3,1634.2,diesel,2732.0,1410.0,139.0,4281.0
Hyundai,Stellar,11.263,4.0,55.0,1597.0,petrol,3397.0,771.0,99.0,4267.0
Alfa-Romeo,146,18.198,5.0,87.71,1696.43,petrol,2996.0,1052.0,193.0,4241.0
Ford,Cougar,32.118,5.0,115.33,2362.0,petrol,3127.0,769.0,271.0,4167.0
Audi,Cabriolet,43.974,4.0,98.0,2309.0,petrol,2397.0,1566.0,200.0,4163.0
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,2916.0,1012.0,224.0,4152.0
Renault,18,12.85,5.0,57.36,1849.55,petrol,3169.0,834.0,92.0,4095.0
Fiat,Ulysse,36.701,5.0,91.75,2019.75,petrol,2677.0,1242.0,160.0,4079.0
Lotus,Elise,53.792,6.0,134.33,1730.0,petrol,3496.0,341.0,169.0,4006.0
Porsche,Boxster,83.501,6.0,213.5,3071.0,petrol,3051.0,711.0,187.0,3949.0
Mazda,MX-6,30.927,5.0,110.33,2328.33,petrol,2829.0,926.0,183.0,3938.0
Fiat,126,3.781,4.0,18.0,652.0,petrol,1650.0,2144.0,127.0,3921.0
Volkswagen,Lupo,13.883,5.0,47.75,1373.75,petrol,1372.0,2318.0,208.0,3898.0
Nissan,Silvia,21.018,5.0,66.0,1206.0,petrol,2958.0,836.0,97.0,3891.0
Alfa-Romeo,155,23.909,5.0,100.67,2016.78,petrol,3099.0,487.0,109.0,3695.0
Fiat,Croma,34.33,6.0,105.0,1962.06,diesel,2898.0,675.0,96.0,3669.0
Toyota,Tercel,10.0,4.0,49.33,1347.67,petrol,2366.0,1108.0,128.0,3602.0
Ford,Explorer,76.71,0.0,336.0,0.0,petrol,2713.0,690.0,137.0,3540.0
Datsun,Cherry,8.4,4.0,44.56,1350.0,petrol,2054.0,1292.0,93.0,3439.0
Volvo,S70,36.908,4.0,126.15,2344.0,petrol,2875.0,364.0,190.0,3429.0
Alfa-Romeo,145,17.427,5.0,87.71,1696.43,petrol,2256.0,937.0,171.0,3364.0
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,2321.0,846.0,174.0,3341.0
Subaru,Forester,51.646,0.0,110.0,1995.0,petrol,2237.0,777.0,291.0,3305.0
Honda,Shuttle,30.081,4.0,110.0,2254.0,petrol,2133.0,936.0,194.0,3263.0
Chrysler,Voyager,39.708,5.0,117.58,2719.84,diesel,2290.0,779.0,147.0,3216.0
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1801.0,1286.0,107.0,3194.0
Mercedes,ML,77.417,7.0,188.33,2876.0,diesel,2160.0,775.0,162.0,3097.0
Opel,Kadett,13.311,4.0,53.34,1518.68,petrol,1983.0,963.0,102.0,3048.0
Ssangyong,Musso,38.794,4.0,98.57,2755.57,diesel,2273.0,583.0,100.0,2956.0
Daihatsu,Terios,26.198,5.0,77.0,1495.0,petrol,1475.0,1282.0,119.0,2876.0
Honda,HR-V,32.723,4.0,96.0,1498.0,petrol,1622.0,1138.0,103.0,2863.0
Fiat,Regata,12.736,5.0,54.0,1559.18,petrol,2077.0,638.0,84.0,2799.0
BMW,640i,114.876,8.0,235.0,2979.0,petrol,2379.0,333.0,75.0,2787.0
Saab,99,11.34,4.0,74.0,1985.0,petrol,2046.0,517.0,124.0,2687.0
Lancia,Delta,29.043,6.0,105.07,1638.89,petrol,2116.0,421.0,69.0,2606.0
Lada,Niva,12.241,5.0,57.0,1568.0,petrol,2009.0,516.0,75.0,2600.0
Rover,75,39.352,5.0,98.05,1928.71,petrol,2189.0,233.0,96.0,2518.0
Suzuki,Jimny,25.943,5.0,67.0,1372.67,petrol,1117.0,1143.0,91.0,2351.0
Mitsubishi,Space,23.165,4.0,82.16,1817.32,petrol,1498.0,729.0,103.0,2330.0
Rover,2000,17.182,5.0,74.0,1994.0,petrol,1978.0,235.0,44.0,2257.0
Morris,Marina,5.758,4.0,43.0,1275.0,petrol,1702.0,488.0,28.0,2218.0
Skoda,130,6.895,5.0,46.0,1289.0,petrol,1553.0,574.0,53.0,2180.0
Mazda,Demio,14.775,5.0,51.4,1428.4,petrol,1084.0,1008.0,82.0,2174.0
Toyota,Paseo,15.764,5.0,66.0,1497.0,petrol,964.0,1118.0,92.0,2174.0
Triumph,TR7,13.137,5.0,93.5,1998.0,petrol,1725.0,332.0,77.0,2134.0
Porsche,928,110.098,5.0,235.0,4957.0,petrol,1818.0,207.0,93.0,2118.0
Volkswagen,Bora,25.4,5.0,78.85,1891.59,petrol,1576.0,433.0,109.0,2118.0
Daihatsu,Applause,15.698,4.0,73.0,1590.0,petrol,1299.0,590.0,74.0,1963.0
Audi,Cabriolet,43.974,4.0,98.0,2309.0,petrol,1565.0,312.0,63.0,1940.0
Daihatsu,Sirion,14.333,5.0,59.88,1183.25,petrol,907.0,930.0,79.0,1916.0
Datsun,Stanza,9.58,4.0,61.67,1668.33,petrol,1362.0,504.0,49.0,1915.0
Daimler,3.6,71.602,4.0,149.0,3590.0,petrol,1641.0,206.0,57.0,1904.0
Nissan,Laurel,18.653,5.0,74.8,2652.8,diesel,1503.0,270.0,45.0,1818.0
Daihatsu,Move,12.924,4.0,43.0,989.0,petrol,858.0,864.0,87.0,1809.0
Mercedes,Viano,57.229,5.0,120.43,2309.34,diesel,1263.0,380.0,111.0,1754.0
BMW,M550i,134.789,8.0,390.0,4395.0,petrol,1536.0,110.0,52.0,1698.0
Lancia,Dedra,21.766,5.0,81.69,1808.38,petrol,1339.0,285.0,51.0,1675.0
Land-Rover,Defender,108.747,8.0,207.61,2304.98,diesel,1296.0,250.0,90.0,1636.0
Morris,Ital,8.118,4.0,51.5,1487.5,petrol,1276.0,312.0,30.0,1618.0
Audi,Quattro,61.235,5.0,147.0,2144.0,petrol,1400.0,157.0,44.0,1601.0
Porsche,Carrera,646.605,6.0,450.0,5733.0,petrol,1361.0,171.0,52.0,1584.0
BMW,850i,111.993,5.0,220.0,4988.0,petrol,1340.0,141.0,55.0,1536.0
Lotus,Esprit,93.424,5.0,233.0,2995.0,petrol,1423.0,81.0,30.0,1534.0
Fiat,Strada,14.275,5.0,70.0,1997.0,diesel,1003.0,462.0,47.0,1512.0
Lancia,Thema,50.143,6.0,155.55,2799.27,petrol,1273.0,181.0,58.0,1512.0
Honda,CRX,28.735,5.0,100.67,1590.0,petrol,884.0,525.0,69.0,1478.0
Volvo,S80,50.94,6.0,138.28,1986.77,diesel,1236.0,128.0,84.0,1448.0
